tcp_sport,tcp_dport,udp_sport,udp_dport,proto,size,count,class
0,0,45311,53,17,0,2,0
0,0,53,45311,17,0,2,0
52252,465,0,0,6,0,3,0
465,52252,0,0,6,0,3,0
0,0,38853,53,17,0,1,0
0,0,53,38853,17,0,1,0
41601,80,0,0,6,0,7,0
80,41601,0,0,6,0,5,0
3716,49152,0,0,6,0,5,0
49152,3716,0,0,6,1,5,0
0,0,39906,53,17,0,1,0
0,0,53,39906,17,0,1,0
41602,80,0,0,6,0,6,0
80,41602,0,0,6,0,4,0
0,0,47726,53,17,0,2,0
0,0,53,47726,17,0,2,0
60567,465,0,0,6,0,4,0
465,60567,0,0,6,0,3,0
0,0,33422,53,17,0,2,0
0,0,53,33422,17,0,2,0
41604,80,0,0,6,0,6,0
80,41604,0,0,6,0,4,0
0,0,51115,53,17,0,2,0
0,0,53,51115,17,0,2,0
52257,465,0,0,6,0,4,0
465,52257,0,0,6,0,3,0
41756,80,0,0,6,0,4,0
80,41756,0,0,6,0,2,0
0,0,49207,53,17,0,2,0
0,0,53,49207,17,0,2,0
41757,80,0,0,6,0,4,0
80,41757,0,0,6,0,2,0
0,0,55899,53,17,0,2,0
0,0,53,55899,17,0,2,0
41758,80,0,0,6,0,4,0
80,41758,0,0,6,0,2,0
26231,25050,0,0,6,0,9,0
25050,26231,0,0,6,0,9,0
0,0,53306,53,17,0,1,0
0,0,53,53306,17,0,1,0
41606,80,0,0,6,0,6,0
80,41606,0,0,6,0,4,0
0,0,47476,53,17,0,2,0
0,0,53,47476,17,0,2,0
60571,465,0,0,6,0,4,0
465,60571,0,0,6,0,3,0
0,0,58925,53,17,0,1,0
0,0,53,58925,17,0,1,0
41608,80,0,0,6,0,6,0
80,41608,0,0,6,0,4,0
0,0,47115,53,17,0,2,0
0,0,53,47115,17,0,2,0
0,0,34261,123,17,0,1,0
0,0,123,34261,17,0,1,0
0,0,43579,53,17,0,1,0
0,0,53,43579,17,0,1,0
41609,80,0,0,6,0,6,0
80,41609,0,0,6,0,4,0
0,0,44766,53,17,0,2,0
0,0,53,44766,17,0,2,0
52262,465,0,0,6,0,3,0
465,52262,0,0,6,0,3,0
0,0,56060,53,17,0,1,0
0,0,53,56060,17,0,1,0
41611,80,0,0,6,0,6,0
80,41611,0,0,6,0,4,0
0,0,44900,53,17,0,2,0
0,0,53,44900,17,0,2,0
60576,465,0,0,6,0,4,0
465,60576,0,0,6,0,3,0
3723,49152,0,0,6,0,5,0
49152,3723,0,0,6,1,5,0
0,0,57222,53,17,0,1,0
0,0,53,57222,17,0,1,0
36597,50443,0,0,6,5,73,0
50443,36597,0,0,6,6,42,0
0,0,51110,53,17,0,1,0
0,0,53,51110,17,0,1,0
41613,80,0,0,6,0,7,0
80,41613,0,0,6,0,5,0
0,0,46821,53,17,0,2,0
0,0,53,46821,17,0,2,0
52266,465,0,0,6,0,4,0
465,52266,0,0,6,0,3,0
0,0,50790,53,17,0,1,0
0,0,53,50790,17,0,1,0
41615,80,0,0,6,0,6,0
80,41615,0,0,6,0,4,0
0,0,54639,123,17,0,1,0
0,0,123,54639,17,0,1,0
0,0,56920,53,17,0,1,0
0,0,53,56920,17,0,1,0
41616,80,0,0,6,0,6,0
80,41616,0,0,6,0,4,0
0,0,52556,53,17,0,2,0
0,0,53,52556,17,0,2,0
40155,465,0,0,6,0,3,0
465,40155,0,0,6,0,3,0
3730,49152,0,0,6,0,15,0
49152,3730,0,0,6,3,15,0
0,0,58136,53,17,0,1,0
0,0,53,58136,17,0,1,0
41618,80,0,0,6,0,6,0
80,41618,0,0,6,0,4,0
0,0,54858,53,17,0,2,0
0,0,53,54858,17,0,2,0
60512,465,0,0,6,0,4,0
465,60512,0,0,6,0,3,0
0,0,43554,53,17,0,1,0
0,0,53,43554,17,0,1,0
41620,80,0,0,6,0,6,0
80,41620,0,0,6,0,4,0
0,0,50926,53,17,0,2,0
0,0,53,50926,17,0,2,0
40159,465,0,0,6,0,4,0
465,40159,0,0,6,0,3,0
0,0,47220,53,17,0,1,0
0,0,53,47220,17,0,1,0
0,0,48554,53,17,0,1,0
0,0,53,48554,17,0,1,0
0,0,37094,53,17,0,1,0
0,0,53,37094,17,0,1,0
0,0,43544,53,17,0,1,0
0,0,53,43544,17,0,1,0
0,0,49809,53,17,0,1,0
0,0,53,49809,17,0,1,0
60018,443,0,0,6,1,14,0
443,60018,0,0,6,4,12,0
0,0,52617,53,17,0,2,0
0,0,53,52617,17,0,2,0
41622,80,0,0,6,0,6,0
80,41622,0,0,6,0,4,0
0,0,35909,53,17,0,2,0
0,0,53,35909,17,0,2,0
60516,465,0,0,6,0,4,0
465,60516,0,0,6,0,3,0
0,0,39617,53,17,0,1,0
0,0,53,39617,17,0,1,0
41624,80,0,0,6,0,6,0
80,41624,0,0,6,0,4,0
0,0,59235,53,17,0,2,0
0,0,53,59235,17,0,2,0
41625,80,0,0,6,0,6,0
80,41625,0,0,6,0,4,0
0,0,57414,53,17,0,2,0
0,0,53,57414,17,0,2,0
52278,465,0,0,6,0,3,0
465,52278,0,0,6,0,3,0
0,0,46197,53,17,0,2,0
0,0,53,46197,17,0,2,0
48000,80,0,0,6,0,4,0
80,48000,0,0,6,0,2,0
0,0,45201,53,17,0,2,0
0,0,53,45201,17,0,2,0
48001,80,0,0,6,0,4,0
80,48001,0,0,6,0,2,0
0,0,54152,53,17,0,2,0
0,0,53,54152,17,0,2,0
48002,80,0,0,6,0,4,0
80,48002,0,0,6,0,2,0
0,0,36082,53,17,0,1,0
0,0,53,36082,17,0,1,0
41627,80,0,0,6,0,6,0
80,41627,0,0,6,0,4,0
0,0,48294,53,17,0,2,0
0,0,53,48294,17,0,2,0
60592,465,0,0,6,0,4,0
465,60592,0,0,6,0,3,0
0,0,48259,53,17,0,1,0
0,0,53,48259,17,0,1,0
41629,80,0,0,6,0,6,0
80,41629,0,0,6,0,4,0
0,0,45015,53,17,0,2,0
0,0,53,45015,17,0,2,0
52282,465,0,0,6,0,4,0
465,52282,0,0,6,0,3,0
0,0,40764,53,17,0,2,0
0,0,53,40764,17,0,2,0
41631,80,0,0,6,0,6,0
80,41631,0,0,6,0,4,0
0,0,56408,53,17,0,2,0
0,0,53,56408,17,0,2,0
60596,465,0,0,6,0,4,0
465,60596,0,0,6,0,3,0
0,0,43094,53,17,0,1,0
0,0,53,43094,17,0,1,0
41633,80,0,0,6,0,6,0
80,41633,0,0,6,0,4,0
0,0,5150,53,17,0,1,0
0,0,53,5150,17,0,1,0
0,0,5149,123,17,0,1,0
0,0,123,5149,17,0,1,0
0,0,41301,53,17,0,2,0
0,0,53,41301,17,0,2,0
41634,80,0,0,6,0,7,0
80,41634,0,0,6,0,5,0
0,0,45046,53,17,0,2,0
0,0,53,45046,17,0,2,0
52287,465,0,0,6,0,4,0
465,52287,0,0,6,0,3,0
0,0,40818,53,17,0,1,0
0,0,53,40818,17,0,1,0
41636,80,0,0,6,0,6,0
80,41636,0,0,6,0,4,0
0,0,44614,53,17,0,1,0
0,0,53,44614,17,0,1,0
41637,80,0,0,6,0,7,0
80,41637,0,0,6,0,5,0
0,0,44911,53,17,0,2,0
0,0,53,44911,17,0,2,0
60602,465,0,0,6,0,4,0
465,60602,0,0,6,0,3,0
0,0,38827,53,17,0,1,0
0,0,53,38827,17,0,1,0
35694,443,0,0,6,2,14,0
443,35694,0,0,6,3,12,0
0,0,53789,53,17,0,1,0
0,0,53,53789,17,0,1,0
0,0,53075,53,17,0,1,0
0,0,53,53075,17,0,1,0
0,0,40211,53,17,0,1,0
0,0,53,40211,17,0,1,0
41639,80,0,0,6,0,6,0
80,41639,0,0,6,0,4,0
0,0,38908,53,17,0,2,0
0,0,53,38908,17,0,2,0
52292,465,0,0,6,0,4,0
465,52292,0,0,6,0,3,0
0,0,41166,53,17,0,1,0
0,0,53,41166,17,0,1,0
51058,80,0,0,6,1,8,0
80,51058,0,0,6,0,5,0
0,0,55958,53,17,0,1,0
0,0,53,55958,17,0,1,0
41641,80,0,0,6,0,6,0
80,41641,0,0,6,0,4,0
0,0,41670,53,17,0,1,0
0,0,53,41670,17,0,1,0
41642,80,0,0,6,0,7,0
80,41642,0,0,6,0,5,0
0,0,39512,53,17,0,2,0
0,0,53,39512,17,0,2,0
60607,465,0,0,6,0,4,0
465,60607,0,0,6,0,3,0
0,0,40146,53,17,0,1,0
0,0,53,40146,17,0,1,0
41644,80,0,0,6,0,6,0
80,41644,0,0,6,0,4,0
0,0,57340,53,17,0,2,0
0,0,53,57340,17,0,2,0
52297,465,0,0,6,0,4,0
465,52297,0,0,6,0,4,0
0,0,41669,53,17,0,1,0
0,0,53,41669,17,0,1,0
41646,80,0,0,6,0,6,0
80,41646,0,0,6,0,4,0
0,0,59905,53,17,0,2,0
0,0,53,59905,17,0,2,0
60611,465,0,0,6,0,4,0
465,60611,0,0,6,0,4,0
0,0,36909,53,17,0,1,0
0,0,53,36909,17,0,1,0
41648,80,0,0,6,0,6,0
80,41648,0,0,6,0,4,0
0,0,51422,53,17,0,2,0
0,0,53,51422,17,0,2,0
52301,465,0,0,6,0,3,0
465,52301,0,0,6,0,3,0
0,0,60574,53,17,0,2,0
0,0,53,60574,17,0,2,0
41985,80,0,0,6,0,4,0
80,41985,0,0,6,0,2,0
0,0,50111,53,17,0,2,0
0,0,53,50111,17,0,2,0
41986,80,0,0,6,0,4,0
80,41986,0,0,6,0,2,0
0,0,60891,53,17,0,2,0
0,0,53,60891,17,0,2,0
41987,80,0,0,6,0,4,0
80,41987,0,0,6,0,2,0
0,0,53621,53,17,0,2,0
0,0,53,53621,17,0,2,0
41650,80,0,0,6,0,6,0
80,41650,0,0,6,0,4,0
0,0,38282,53,17,0,2,0
0,0,53,38282,17,0,2,0
48005,465,0,0,6,0,4,0
465,48005,0,0,6,0,3,0
0,0,21084,53,17,0,2,0
0,0,53,21084,17,0,2,0
4786,49152,0,0,6,0,11,0
49152,4786,0,0,6,2,10,0
0,0,49308,53,17,0,2,0
0,0,53,49308,17,0,2,0
41652,80,0,0,6,0,6,0
80,41652,0,0,6,0,4,0
0,0,53367,53,17,0,2,0
0,0,53,53367,17,0,2,0
43017,465,0,0,6,0,4,0
465,43017,0,0,6,0,3,0
0,0,37324,53,17,0,1,0
0,0,53,37324,17,0,1,0
49594,443,0,0,6,10,314,1
0,0,50836,53,17,0,2,0
0,0,53,50836,17,0,2,0
41989,80,0,0,6,0,4,0
443,49594,0,0,6,11,345,1
80,41989,0,0,6,0,2,0
0,0,48214,53,17,0,2,0
0,0,53,48214,17,0,2,0
41990,80,0,0,6,0,4,0
80,41990,0,0,6,0,2,0
0,0,38572,53,17,0,2,0
0,0,53,38572,17,0,2,0
41991,80,0,0,6,0,4,0
80,41991,0,0,6,0,2,0
0,0,40894,53,17,0,1,0
0,0,53,40894,17,0,1,0
41654,80,0,0,6,0,6,0
80,41654,0,0,6,0,4,0
0,0,45805,53,17,0,2,0
0,0,53,45805,17,0,2,0
48009,465,0,0,6,0,4,0
465,48009,0,0,6,0,3,0
0,0,34557,53,17,0,1,0
0,0,53,34557,17,0,1,0
38299,443,0,0,6,1,21,0
443,38299,0,0,6,5,10,0
0,0,34248,53,17,0,1,0
0,0,53,34248,17,0,1,0
41656,80,0,0,6,0,6,0
80,41656,0,0,6,0,4,0
0,0,56897,53,17,0,3,0
0,0,53,56897,17,0,3,0
43021,465,0,0,6,0,4,0
465,43021,0,0,6,0,3,0
0,0,52189,53,17,0,1,0
0,0,53,52189,17,0,1,0
41658,80,0,0,6,0,7,0
80,41658,0,0,6,0,5,0
0,0,50294,53,17,0,2,0
0,0,53,50294,17,0,2,0
48013,465,0,0,6,0,4,0
465,48013,0,0,6,0,3,0
59329,443,0,0,6,0,12,0
443,59329,0,0,6,4,11,0
0,0,56787,53,17,0,1,0
0,0,53,56787,17,0,1,0
41660,80,0,0,6,0,6,0
80,41660,0,0,6,0,4,0
0,0,46221,53,17,0,2,0
0,0,53,46221,17,0,2,0
43025,465,0,0,6,0,4,0
465,43025,0,0,6,0,3,0
0,0,55423,53,17,0,1,0
0,0,53,55423,17,0,1,0
36095,80,0,0,6,0,6,0
80,36095,0,0,6,0,5,0
0,0,41792,53,17,0,1,0
0,0,53,41792,17,0,1,0
41662,80,0,0,6,0,6,0
80,41662,0,0,6,0,4,0
0,0,56046,53,17,0,2,0
0,0,53,56046,17,0,2,0
36131,465,0,0,6,0,4,0
465,36131,0,0,6,0,3,0
0,0,35798,53,17,0,1,0
0,0,53,35798,17,0,1,0
41664,80,0,0,6,0,6,0
80,41664,0,0,6,0,4,0
26232,25050,0,0,6,0,9,0
25050,26232,0,0,6,0,9,0
0,0,38630,53,17,0,1,0
0,0,53,38630,17,0,1,0
41665,80,0,0,6,0,6,0
80,41665,0,0,6,0,4,0
0,0,34675,53,17,0,2,0
0,0,53,34675,17,0,2,0
43030,465,0,0,6,0,3,0
465,43030,0,0,6,0,3,0
3903,49152,0,0,6,0,5,0
49152,3903,0,0,6,1,5,0
3905,49152,0,0,6,0,5,0
49152,3905,0,0,6,1,5,0
0,0,42557,53,17,0,1,0
0,0,53,42557,17,0,1,0
0,0,52919,53,17,0,1,0
0,0,53,52919,17,0,1,0
0,0,45197,53,17,0,1,0
0,0,53,45197,17,0,1,0
0,0,50886,53,17,0,1,0
0,0,53,50886,17,0,1,0
0,0,54174,53,17,0,1,0
0,0,53,54174,17,0,1,0
60019,443,0,0,6,1,14,0
443,60019,0,0,6,4,12,0
0,0,5152,53,17,0,1,0
0,0,53,5152,17,0,1,0
0,0,5151,123,17,0,1,0
0,0,123,5151,17,0,1,0
0,0,56144,53,17,0,2,0
0,0,53,56144,17,0,2,0
44283,80,0,0,6,0,4,0
80,44283,0,0,6,0,2,0
0,0,51621,53,17,0,2,0
0,0,53,51621,17,0,2,0
44284,80,0,0,6,0,4,0
80,44284,0,0,6,0,2,0
0,0,49928,53,17,0,2,0
0,0,53,49928,17,0,2,0
44285,80,0,0,6,0,4,0
80,44285,0,0,6,0,2,0
0,0,44069,53,17,0,2,0
0,0,53,44069,17,0,2,0
41667,80,0,0,6,0,6,0
80,41667,0,0,6,0,4,0
0,0,60277,53,17,0,2,0
0,0,53,60277,17,0,2,0
48022,465,0,0,6,0,4,0
465,48022,0,0,6,0,3,0
0,0,43488,53,17,0,1,0
0,0,53,43488,17,0,1,0
41669,80,0,0,6,0,6,0
80,41669,0,0,6,0,4,0
0,0,42176,53,17,0,1,0
0,0,53,42176,17,0,1,0
41670,80,0,0,6,0,6,0
80,41670,0,0,6,0,4,0
0,0,41962,53,17,0,2,0
0,0,53,41962,17,0,2,0
43035,465,0,0,6,0,4,0
465,43035,0,0,6,0,4,0
0,0,35417,53,17,0,1,0
0,0,53,35417,17,0,1,0
35500,80,0,0,6,1,8,0
80,35500,0,0,6,0,5,0
0,0,43420,53,17,0,1,0
0,0,53,43420,17,0,1,0
41672,80,0,0,6,0,6,0
80,41672,0,0,6,0,4,0
0,0,48225,53,17,0,2,0
0,0,53,48225,17,0,2,0
48027,465,0,0,6,0,4,0
465,48027,0,0,6,0,3,0
0,0,53065,53,17,0,1,0
0,0,53,53065,17,0,1,0
41674,80,0,0,6,0,6,0
80,41674,0,0,6,0,4,0
0,0,52068,53,17,0,2,0
0,0,53,52068,17,0,2,0
43039,465,0,0,6,0,4,0
465,43039,0,0,6,0,3,0
0,0,43775,53,17,0,1,0
0,0,53,43775,17,0,1,0
3910,49152,0,0,6,0,10,0
49152,3910,0,0,6,2,10,0
3911,49152,0,0,6,0,10,0
49152,3911,0,0,6,2,10,0
0,0,41722,53,17,0,1,0
0,0,53,41722,17,0,1,0
35501,80,0,0,6,0,6,0
80,35501,0,0,6,0,3,0
0,0,41010,53,17,0,1,0
0,0,53,41010,17,0,1,0
35502,80,0,0,6,0,7,0
80,35502,0,0,6,1,5,0
0,0,44963,53,17,0,2,0
0,0,53,44963,17,0,2,0
41676,80,0,0,6,0,6,0
80,41676,0,0,6,0,4,0
0,0,32794,53,17,0,2,0
0,0,53,32794,17,0,2,0
48031,465,0,0,6,0,4,0
465,48031,0,0,6,0,3,0
0,0,54353,53,17,0,1,0
0,0,53,54353,17,0,1,0
43899,80,0,0,6,0,6,0
80,43899,0,0,6,0,3,0
0,0,35063,53,17,0,1,0
0,0,53,35063,17,0,1,0
41678,80,0,0,6,0,6,0
80,41678,0,0,6,0,4,0
0,0,51303,53,17,0,2,0
0,0,53,51303,17,0,2,0
43043,465,0,0,6,0,4,0
465,43043,0,0,6,0,3,0
4331,49152,0,0,6,0,10,0
49152,4331,0,0,6,2,10,0
4332,49152,0,0,6,0,10,0
49152,4332,0,0,6,2,10,0
0,0,59774,53,17,0,2,0
0,0,53,59774,17,0,2,0
37947,80,0,0,6,0,4,0
80,37947,0,0,6,0,2,0
0,0,59642,53,17,0,2,0
0,0,53,59642,17,0,2,0
37948,80,0,0,6,0,4,0
80,37948,0,0,6,0,2,0
0,0,50945,53,17,0,2,0
0,0,53,50945,17,0,2,0
37949,80,0,0,6,0,4,0
80,37949,0,0,6,0,2,0
0,0,38651,53,17,0,1,0
0,0,53,38651,17,0,1,0
43900,80,0,0,6,0,6,0
80,43900,0,0,6,0,4,0
0,0,51553,53,17,0,1,0
0,0,53,51553,17,0,1,0
38539,443,0,0,6,2,16,0
443,38539,0,0,6,3,11,0
0,0,39611,53,17,0,1,0
0,0,53,39611,17,0,1,0
41680,80,0,0,6,0,6,0
80,41680,0,0,6,0,4,0
0,0,42239,53,17,0,2,0
0,0,53,42239,17,0,2,0
58570,465,0,0,6,0,4,0
465,58570,0,0,6,0,3,0
0,0,51583,53,17,0,1,0
0,0,53,51583,17,0,1,0
43901,80,0,0,6,0,6,0
80,43901,0,0,6,0,4,0
0,0,49938,53,17,0,2,0
0,0,53,49938,17,0,2,0
41682,80,0,0,6,0,6,0
80,41682,0,0,6,0,4,0
0,0,54326,53,17,0,2,0
0,0,53,54326,17,0,2,0
36151,465,0,0,6,0,4,0
465,36151,0,0,6,0,3,0
4338,49152,0,0,6,0,5,0
49152,4338,0,0,6,1,5,0
0,0,54015,53,17,0,1,0
0,0,53,54015,17,0,1,0
41684,80,0,0,6,0,7,0
80,41684,0,0,6,0,5,0
0,0,49899,53,17,0,2,0
0,0,53,49899,17,0,2,0
48039,465,0,0,6,0,4,0
465,48039,0,0,6,0,3,0
0,0,41075,53,17,0,1,0
0,0,53,41075,17,0,1,0
41686,80,0,0,6,0,6,0
80,41686,0,0,6,0,4,0
0,0,45169,53,17,0,2,0
0,0,53,45169,17,0,2,0
43051,465,0,0,6,0,4,0
465,43051,0,0,6,0,3,0
0,0,40758,53,17,0,1,0
0,0,53,40758,17,0,1,0
41688,80,0,0,6,0,6,0
80,41688,0,0,6,0,4,0
0,0,56385,53,17,0,2,0
0,0,53,56385,17,0,2,0
48043,465,0,0,6,0,4,0
465,48043,0,0,6,0,3,0
0,0,43850,53,17,0,1,0
0,0,53,43850,17,0,1,0
41690,80,0,0,6,0,6,0
80,41690,0,0,6,0,4,0
0,0,40944,53,17,0,2,0
0,0,53,40944,17,0,2,0
43055,465,0,0,6,0,4,0
465,43055,0,0,6,0,3,0
0,0,47181,53,17,0,1,0
0,0,53,47181,17,0,1,0
41692,80,0,0,6,0,6,0
80,41692,0,0,6,0,4,0
0,0,33441,53,17,0,2,0
0,0,53,33441,17,0,2,0
48047,465,0,0,6,0,4,0
465,48047,0,0,6,0,3,0
0,0,5154,53,17,0,1,0
0,0,53,5154,17,0,1,0
0,0,5153,123,17,0,1,0
0,0,123,5153,17,0,1,0
0,0,49215,53,17,0,2,0
0,0,53,49215,17,0,2,0
59060,80,0,0,6,0,4,0
80,59060,0,0,6,0,2,0
0,0,50138,53,17,0,2,0
0,0,53,50138,17,0,2,0
59061,80,0,0,6,0,4,0
80,59061,0,0,6,0,2,0
0,0,52949,53,17,0,2,0
0,0,53,52949,17,0,2,0
59062,80,0,0,6,0,4,0
80,59062,0,0,6,0,2,0
0,0,33892,53,17,0,1,0
0,0,53,33892,17,0,1,0
41694,80,0,0,6,0,6,0
80,41694,0,0,6,0,4,0
0,0,43205,53,17,0,2,0
0,0,53,43205,17,0,2,0
51554,465,0,0,6,0,4,0
465,51554,0,0,6,0,3,0
26233,25050,0,0,6,0,9,0
25050,26233,0,0,6,0,9,0
50357,5228,0,0,6,3,150,0
5228,50357,0,0,6,44,172,1
0,0,46839,53,17,0,1,0
0,0,53,46839,17,0,1,0
53949,80,0,0,6,1,10,0
80,53949,0,0,6,0,7,0
0,0,58314,53,17,0,1,0
0,0,53,58314,17,0,1,0
0,0,55799,123,17,0,1,0
0,0,123,55799,17,0,1,0
0,0,33060,123,17,0,1,0
0,0,123,33060,17,0,1,0
45633,80,0,0,6,1,8,0
80,45633,0,0,6,0,5,0
0,0,55316,53,17,0,1,0
0,0,53,55316,17,0,1,0
0,0,36114,53,17,0,1,0
0,0,53,36114,17,0,1,0
0,0,60124,53,17,0,1,0
0,0,53,60124,17,0,1,0
0,0,58577,53,17,0,1,0
0,0,53,58577,17,0,1,0
0,0,54695,53,17,0,1,0
0,0,53,54695,17,0,1,0
60020,443,0,0,6,1,14,0
443,60020,0,0,6,4,14,0
0,0,43422,53,17,0,1,0
0,0,53,43422,17,0,1,0
41696,80,0,0,6,0,6,0
80,41696,0,0,6,0,4,0
0,0,46289,53,17,0,2,0
0,0,53,46289,17,0,2,0
59504,465,0,0,6,0,4,0
465,59504,0,0,6,0,4,0
0,0,38201,53,17,0,1,0
0,0,53,38201,17,0,1,0
41698,80,0,0,6,0,6,0
80,41698,0,0,6,0,4,0
0,0,58524,53,17,0,2,0
0,0,53,58524,17,0,2,0
59506,465,0,0,6,0,4,0
465,59506,0,0,6,0,3,0
0,0,33368,53,17,0,1,0
0,0,53,33368,17,0,1,0
41700,80,0,0,6,0,6,0
80,41700,0,0,6,0,4,0
0,0,56684,53,17,0,4,0
0,0,53,56684,17,0,4,0
51560,465,0,0,6,0,3,0
465,51560,0,0,6,0,3,0
0,0,34651,53,17,0,1,0
0,0,53,34651,17,0,1,0
41702,80,0,0,6,0,6,0
80,41702,0,0,6,0,4,0
0,0,53633,53,17,0,2,0
0,0,53,53633,17,0,2,0
44753,465,0,0,6,0,4,0
465,44753,0,0,6,0,3,0
0,0,55622,53,17,0,1,0
0,0,53,55622,17,0,1,0
41704,80,0,0,6,0,7,0
80,41704,0,0,6,0,5,0
0,0,51236,53,17,0,2,0
0,0,53,51236,17,0,2,0
45701,465,0,0,6,0,4,0
465,45701,0,0,6,0,3,0
0,0,54262,53,17,0,1,0
0,0,53,54262,17,0,1,0
41706,80,0,0,6,0,6,0
80,41706,0,0,6,0,4,0
0,0,59160,53,17,0,2,0
0,0,53,59160,17,0,2,0
44757,465,0,0,6,0,4,0
465,44757,0,0,6,0,3,0
0,0,58042,53,17,0,1,0
0,0,53,58042,17,0,1,0
41708,80,0,0,6,0,6,0
80,41708,0,0,6,0,4,0
0,0,34995,53,17,0,2,0
0,0,53,34995,17,0,2,0
45705,465,0,0,6,0,4,0
465,45705,0,0,6,0,3,0
0,0,40922,53,17,0,2,0
0,0,53,40922,17,0,2,0
35631,80,0,0,6,0,4,0
80,35631,0,0,6,0,2,0
0,0,56698,53,17,0,2,0
0,0,53,56698,17,0,2,0
35632,80,0,0,6,0,4,0
80,35632,0,0,6,0,2,0
0,0,51320,53,17,0,2,0
0,0,53,51320,17,0,2,0
35633,80,0,0,6,0,4,0
80,35633,0,0,6,0,2,0
4301,49152,0,0,6,0,5,0
49152,4301,0,0,6,1,5,0
26234,25050,0,0,6,0,9,0
25050,26234,0,0,6,0,9,0
0,0,58495,53,17,0,1,0
0,0,53,58495,17,0,1,0
43279,80,0,0,6,0,6,0
80,43279,0,0,6,0,5,0
4340,49152,0,0,6,0,11,0
4341,49152,0,0,6,0,5,0
49152,4340,0,0,6,2,10,0
49152,4341,0,0,6,1,5,0
0,0,38910,123,17,0,3,0
0,0,123,38910,17,0,3,0
0,0,34455,53,17,0,1,0
0,0,53,34455,17,0,1,0
41710,80,0,0,6,0,6,0
80,41710,0,0,6,0,4,0
0,0,34260,53,17,0,2,0
0,0,53,34260,17,0,2,0
51570,465,0,0,6,0,4,0
465,51570,0,0,6,0,3,0
0,0,5156,53,17,0,1,0
0,0,53,5156,17,0,1,0
0,0,5155,123,17,0,1,0
0,0,123,5155,17,0,1,0
0,0,52077,53,17,0,2,0
0,0,53,52077,17,0,2,0
45530,80,0,0,6,0,4,0
80,45530,0,0,6,0,2,0
0,0,39476,53,17,0,2,0
0,0,53,39476,17,0,2,0
45531,80,0,0,6,0,4,0
80,45531,0,0,6,0,2,0
0,0,40449,53,17,0,2,0
0,0,53,40449,17,0,2,0
45532,80,0,0,6,0,4,0
80,45532,0,0,6,0,2,0
4346,49152,0,0,6,0,15,0
49152,4346,0,0,6,3,15,0
4347,49152,0,0,6,0,5,0
49152,4347,0,0,6,1,5,0
0,0,44766,123,17,0,1,0
0,0,123,44766,17,0,1,0
0,0,52788,53,17,0,1,0
0,0,53,52788,17,0,1,0
52290,443,0,0,6,2,17,0
443,52290,0,0,6,3,13,0
0,0,45258,53,17,0,2,0
0,0,53,45258,17,0,2,0
41712,80,0,0,6,0,6,0
80,41712,0,0,6,0,4,0
0,0,58637,53,17,0,2,0
0,0,53,58637,17,0,2,0
59520,465,0,0,6,0,4,0
465,59520,0,0,6,0,3,0
0,0,38444,53,17,0,1,0
0,0,53,38444,17,0,1,0
44907,80,0,0,6,1,8,0
80,44907,0,0,6,0,5,0
4352,49152,0,0,6,0,10,0
4353,49152,0,0,6,0,10,0
49152,4352,0,0,6,2,10,0
49152,4353,0,0,6,2,10,0
0,0,36654,53,17,0,2,0
0,0,53,36654,17,0,2,0
41714,80,0,0,6,0,6,0
80,41714,0,0,6,0,4,0
0,0,55177,53,17,0,2,0
0,0,53,55177,17,0,2,0
51574,465,0,0,6,0,4,0
465,51574,0,0,6,0,3,0
0,0,49338,53,17,0,1,0
0,0,53,49338,17,0,1,0
41716,80,0,0,6,0,6,0
80,41716,0,0,6,0,4,0
0,0,34678,53,17,0,1,0
0,0,53,34678,17,0,1,0
41717,80,0,0,6,0,6,0
80,41717,0,0,6,0,4,0
0,0,56324,53,17,0,2,0
0,0,53,56324,17,0,2,0
59525,465,0,0,6,0,4,0
465,59525,0,0,6,0,4,0
0,0,54639,53,17,0,1,0
0,0,53,54639,17,0,1,0
0,0,35343,53,17,0,1,0
0,0,53,35343,17,0,1,0
0,0,53373,53,17,0,1,0
0,0,53,53373,17,0,1,0
0,0,33419,53,17,0,1,0
0,0,53,33419,17,0,1,0
0,0,36824,53,17,0,1,0
0,0,53,36824,17,0,1,0
60021,443,0,0,6,1,13,0
443,60021,0,0,6,4,13,0
0,0,50898,53,17,0,1,0
0,0,53,50898,17,0,1,0
41719,80,0,0,6,0,6,0
80,41719,0,0,6,0,4,0
0,0,39262,53,17,0,2,0
0,0,53,39262,17,0,2,0
51579,465,0,0,6,0,4,0
465,51579,0,0,6,0,3,0
3387,49152,0,0,6,0,6,0
49152,3387,0,0,6,1,5,0
0,0,48126,53,17,0,1,0
0,0,53,48126,17,0,1,0
41721,80,0,0,6,0,6,0
80,41721,0,0,6,0,4,0
58611,465,0,0,6,0,4,0
465,58611,0,0,6,0,3,0
0,0,34818,123,17,0,1,0
0,0,123,34818,17,0,1,0
0,0,36036,53,17,0,2,0
0,0,53,36036,17,0,2,0
45081,80,0,0,6,0,4,0
80,45081,0,0,6,0,2,0
0,0,37569,53,17,0,2,0
0,0,53,37569,17,0,2,0
45082,80,0,0,6,0,4,0
80,45082,0,0,6,0,2,0
0,0,44569,53,17,0,2,0
0,0,53,44569,17,0,2,0
45083,80,0,0,6,0,4,0
80,45083,0,0,6,0,2,0
