src_ip,dst_ip,sport,dport,proto,size
192.168.1.196,192.168.1.1,4689,53,17,58
192.168.1.1,192.168.1.196,53,4689,17,540
192.168.1.196,103.51.68.133,4688,123,17,76
103.51.68.133,192.168.1.196,123,4688,17,76
192.168.1.118,8.8.8.8,30700,53,17,58
192.168.1.118,192.168.1.1,30700,53,17,58
192.168.1.1,192.168.1.118,53,30700,17,122
8.8.8.8,192.168.1.118,53,30700,17,122
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,2179,1,104
192.168.1.1,192.168.1.193,443,2179,1,104
192.168.1.193,192.168.1.1,4248,49153,1,104
192.168.1.1,192.168.1.193,4248,49153,1,104
0.0.0.0,224.0.0.1,443,47940,2,32
192.168.1.193,192.168.1.249,4143,49152,6,454
192.168.1.249,192.168.1.193,49152,4143,6,1438
192.168.1.193,192.168.1.249,4146,49152,6,454
192.168.1.249,192.168.1.193,49152,4146,6,1438
192.168.1.192,192.168.1.1,49281,53,17,59
192.168.1.1,192.168.1.192,53,49281,17,224
192.168.1.223,192.168.1.193,4536,49153,6,691
192.168.1.223,192.168.1.193,4537,49153,6,699
192.168.1.193,192.168.1.223,49153,4536,6,461
192.168.1.193,192.168.1.223,49153,4537,6,461
192.168.1.223,192.168.1.193,4538,49153,6,691
192.168.1.223,192.168.1.193,4539,49153,6,784
192.168.1.193,192.168.1.223,49153,4538,6,513
192.168.1.193,192.168.1.223,49153,4539,6,513
192.168.1.223,192.168.1.1,49153,4260,1,104
192.168.1.1,192.168.1.223,49153,4260,1,104
192.168.1.192,129.6.15.29,55977,123,17,228
192.168.1.223,192.168.1.193,4540,49153,6,764
192.168.1.193,192.168.1.223,49153,4540,6,513
129.6.15.29,192.168.1.192,123,55977,17,228
192.168.1.223,192.168.1.1,123,55977,1,104
192.168.1.1,192.168.1.223,123,55977,1,104
192.168.1.192,239.255.255.250,47940,443,2,32
192.168.1.223,192.168.1.1,55977,123,1,104
192.168.1.1,192.168.1.223,55977,123,1,104
192.168.1.223,239.255.255.250,443,47940,2,32
192.168.1.249,224.0.0.251,47940,443,2,32
192.168.1.236,239.255.255.250,27477,5222,2,32
192.168.1.249,239.255.255.250,5222,27477,2,32
192.168.1.193,239.255.255.250,443,47940,2,32
192.168.1.236,224.0.1.60,443,2179,2,32
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.192,192.168.1.1,39649,53,17,59
192.168.1.1,192.168.1.192,53,39649,17,224
192.168.1.193,192.168.1.1,53,39649,1,104
192.168.1.1,192.168.1.193,53,39649,1,104
192.168.1.192,132.163.4.101,34199,123,17,228
132.163.4.101,192.168.1.192,123,34199,17,228
192.168.1.193,192.168.1.1,56700,46563,1,104
192.168.1.1,192.168.1.193,56700,46563,1,104
192.168.1.223,192.168.1.1,4500,44246,1,104
192.168.1.1,192.168.1.223,4500,44246,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,123,34199,1,104
192.168.1.1,192.168.1.223,123,34199,1,104
192.168.1.192,192.168.1.1,40187,53,17,59
192.168.1.1,192.168.1.192,53,40187,17,224
192.168.1.192,132.163.4.103,49060,123,17,228
132.163.4.103,192.168.1.192,123,49060,17,228
192.168.1.193,192.168.1.1,56700,46563,1,104
192.168.1.1,192.168.1.193,56700,46563,1,104
192.168.1.193,192.168.1.1,4500,44246,1,104
192.168.1.1,192.168.1.193,4500,44246,1,104
192.168.1.193,192.168.1.1,123,49060,1,104
192.168.1.1,192.168.1.193,123,49060,1,104
0.0.0.0,224.0.0.1,443,47940,2,32
192.168.1.192,239.255.255.250,443,47940,2,32
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,38557,33434,1,104
192.168.1.1,192.168.1.223,38557,33434,1,104
192.168.1.241,192.168.1.1,46114,53,17,64
192.168.1.1,192.168.1.241,53,46114,17,254
192.168.1.241,62.210.177.216,53,46114,1,84
62.210.177.216,192.168.1.241,53,46114,1,84
192.168.1.241,62.210.177.216,443,47940,1,84
62.210.177.216,192.168.1.241,58507,443,1,84
192.168.1.241,62.210.177.216,443,47940,1,84
62.210.177.216,192.168.1.241,443,47940,1,84
192.168.1.249,224.0.0.251,47940,443,2,32
192.168.1.193,239.255.255.250,443,47940,2,32
192.168.1.236,224.0.1.60,443,47940,2,32
192.168.1.223,239.255.255.250,443,47940,2,32
192.168.1.236,239.255.255.250,443,47940,2,32
192.168.1.249,239.255.255.250,47940,443,2,32
192.168.1.193,192.168.1.249,4093,49152,6,454
192.168.1.249,192.168.1.193,49152,4093,6,1438
192.168.1.193,192.168.1.249,4095,49152,6,454
192.168.1.249,192.168.1.193,49152,4095,6,1438
192.168.1.192,192.168.1.1,41343,53,17,65
192.168.1.1,192.168.1.192,53,41343,17,369
192.168.1.192,23.21.93.232,54501,80,6,936
23.21.93.232,192.168.1.192,80,54501,6,4642
192.168.1.192,192.168.1.1,50226,53,17,59
192.168.1.1,192.168.1.192,53,50226,17,224
192.168.1.192,132.163.4.101,39886,123,17,228
132.163.4.101,192.168.1.192,123,39886,17,228
192.168.1.193,192.168.1.1,43446,33434,1,104
192.168.1.1,192.168.1.193,43446,33434,1,104
192.168.1.193,192.168.1.1,43446,33434,1,104
192.168.1.1,192.168.1.193,43446,33434,1,104
192.168.1.193,192.168.1.1,43446,33434,1,104
192.168.1.1,192.168.1.193,43446,33434,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,52515,53,17,122
8.8.8.8,192.168.1.240,53,52515,17,166
192.168.1.240,93.184.216.34,55682,80,6,216
93.184.216.34,192.168.1.240,80,55682,6,112
192.168.1.240,8.8.8.8,38883,53,17,122
8.8.8.8,192.168.1.240,53,38883,17,166
192.168.1.240,93.184.216.34,55683,80,6,216
93.184.216.34,192.168.1.240,80,55683,6,112
192.168.1.240,8.8.8.8,60014,53,17,122
8.8.8.8,192.168.1.240,53,60014,17,166
192.168.1.240,93.184.216.34,55684,80,6,216
93.184.216.34,192.168.1.240,80,55684,6,112
192.168.1.1,192.168.1.112,443,47940,1,48
192.168.1.240,206.108.0.132,59360,123,17,228
206.108.0.132,192.168.1.240,123,59360,17,228
192.168.1.192,192.168.1.1,48336,53,17,59
192.168.1.1,192.168.1.192,53,48336,17,224
192.168.1.192,132.163.4.101,47525,123,17,228
132.163.4.101,192.168.1.192,123,47525,17,228
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,56700,56700,1,104
192.168.1.1,192.168.1.193,56700,56700,1,104
0.0.0.0,224.0.0.1,56700,46563,2,32
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,56700,46563,1,104
192.168.1.1,192.168.1.223,56700,46563,1,104
192.168.1.223,192.168.1.1,40179,5222,1,104
192.168.1.1,192.168.1.223,40179,5222,1,104
192.168.1.192,239.255.255.250,67,68,2,32
192.168.1.236,224.0.1.60,443,47940,2,32
192.168.1.249,224.0.0.251,443,47940,2,32
192.168.1.236,239.255.255.250,123,53412,2,32
192.168.1.193,239.255.255.250,53,25587,2,32
192.168.1.249,239.255.255.250,443,47940,2,32
192.168.1.112,62.210.251.83,27735,25050,6,833
62.210.251.83,192.168.1.112,25050,27735,6,492
192.168.1.118,8.8.8.8,30701,53,17,58
192.168.1.118,192.168.1.1,30701,53,17,58
8.8.8.8,192.168.1.118,53,30701,17,122
192.168.1.1,192.168.1.118,53,30701,17,540
192.168.1.192,192.168.1.1,40777,53,17,59
192.168.1.1,192.168.1.192,53,40777,17,224
192.168.1.192,132.163.4.101,56285,123,17,228
132.163.4.101,192.168.1.192,123,56285,17,228
192.168.1.240,192.168.1.1,46514,53,17,74
192.168.1.1,192.168.1.240,53,46514,17,312
192.168.1.240,8.8.8.8,53711,53,17,74
8.8.8.8,192.168.1.240,53,53711,17,90
192.168.1.240,54.239.26.180,39889,443,6,3555
54.239.26.180,192.168.1.240,443,39889,6,3724
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,39889,443,1,104
192.168.1.1,192.168.1.193,39889,443,1,104
192.168.1.193,192.168.1.1,39889,443,1,104
192.168.1.1,192.168.1.193,39889,443,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.241,62.210.177.216,993,56160,1,84
192.168.1.239,192.168.1.1,37916,53,17,64
192.168.1.1,192.168.1.239,53,37916,17,252
192.168.1.239,192.168.1.1,35552,53,17,64
192.168.1.1,192.168.1.239,53,35552,17,279
192.168.1.239,13.107.3.128,47209,443,6,2263
13.107.3.128,192.168.1.239,443,47209,6,19323
62.210.177.216,192.168.1.241,443,47209,1,84
192.168.1.223,192.168.1.1,993,56160,1,104
192.168.1.1,192.168.1.223,993,56160,1,104
192.168.1.241,62.210.177.216,56160,993,1,84
62.210.177.216,192.168.1.241,993,56160,1,84
192.168.1.223,192.168.1.1,56160,993,1,104
192.168.1.1,192.168.1.223,56160,993,1,104
192.168.1.241,62.210.177.216,443,58507,1,84
62.210.177.216,192.168.1.241,443,47940,1,84
192.168.1.192,192.168.1.1,37931,53,17,59
192.168.1.1,192.168.1.192,53,37931,17,224
192.168.1.192,131.107.13.100,50777,123,17,228
131.107.13.100,192.168.1.192,123,50777,17,228
192.168.1.193,192.168.1.1,40179,5222,1,104
192.168.1.1,192.168.1.193,40179,5222,1,104
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,443,2179,1,104
192.168.1.1,192.168.1.193,443,2179,1,104
0.0.0.0,224.0.0.1,443,47940,2,32
192.168.1.192,239.255.255.250,443,47940,2,32
192.168.1.223,192.168.1.1,443,58507,1,104
192.168.1.1,192.168.1.223,443,58507,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47209,1,104
192.168.1.1,192.168.1.223,443,47209,1,104
192.168.1.240,207.171.178.6,49433,123,17,76
207.171.178.6,192.168.1.240,123,49433,17,76
192.168.1.249,224.0.0.251,443,47940,2,32
192.168.1.249,239.255.255.250,47940,443,2,32
192.168.1.236,224.0.1.60,10001,59960,2,32
192.168.1.193,239.255.255.250,443,47940,2,32
192.168.1.223,239.255.255.250,58507,443,2,32
192.168.1.236,239.255.255.250,47940,443,2,32
192.168.1.192,192.168.1.1,37412,53,17,59
192.168.1.1,192.168.1.192,53,37412,17,224
192.168.1.192,129.6.15.28,41539,123,17,228
129.6.15.28,192.168.1.192,123,41539,17,228
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,5228,33735,1,104
192.168.1.1,192.168.1.223,5228,33735,1,104
192.168.1.223,192.168.1.1,42284,5222,1,104
192.168.1.1,192.168.1.223,42284,5222,1,104
192.168.1.193,192.168.1.223,3368,49153,6,555
192.168.1.223,192.168.1.193,49153,3368,6,3989
192.168.1.193,192.168.1.249,4299,49152,6,454
192.168.1.249,192.168.1.193,49152,4299,6,1438
192.168.1.193,192.168.1.223,3376,49153,6,555
192.168.1.223,192.168.1.193,49153,3376,6,3989
192.168.1.192,192.168.1.1,51265,53,17,65
192.168.1.1,192.168.1.192,53,51265,17,369
192.168.1.192,50.17.200.36,58169,80,6,872
50.17.200.36,192.168.1.192,80,58169,6,4707
192.168.1.192,192.168.1.1,51436,53,17,59
192.168.1.1,192.168.1.192,53,51436,17,224
192.168.1.192,216.229.0.179,48268,123,17,228
216.229.0.179,192.168.1.192,123,48268,17,228
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,93.184.216.34,42636,80,6,216
93.184.216.34,192.168.1.240,80,42636,6,112
192.168.1.240,8.8.8.8,40439,53,17,122
8.8.8.8,192.168.1.240,53,40439,17,166
192.168.1.240,93.184.216.34,42637,80,6,216
93.184.216.34,192.168.1.240,80,42637,6,112
192.168.1.240,8.8.8.8,37169,53,17,122
8.8.8.8,192.168.1.240,53,37169,17,166
192.168.1.240,93.184.216.34,42638,80,6,216
93.184.216.34,192.168.1.240,80,42638,6,112
192.168.1.241,62.210.177.216,2179,443,1,84
62.210.177.216,192.168.1.241,2179,443,1,84
192.168.1.241,62.210.177.216,443,47940,1,84
62.210.177.216,192.168.1.241,443,47940,1,84
192.168.1.241,62.210.177.216,443,58507,1,84
62.210.177.216,192.168.1.241,443,58507,1,84
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
0.0.0.0,224.0.0.1,443,47940,2,32
192.168.1.192,239.255.255.250,443,47940,2,32
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.249,224.0.0.251,443,47940,2,32
192.168.1.249,239.255.255.250,443,47940,2,32
192.168.1.193,239.255.255.250,443,47940,2,32
192.168.1.236,239.255.255.250,443,47940,2,32
192.168.1.223,239.255.255.250,44246,4500,2,32
192.168.1.236,224.0.1.60,44976,1900,2,32
192.168.1.192,192.168.1.1,34016,53,17,59
192.168.1.1,192.168.1.192,53,34016,17,224
192.168.1.192,216.229.0.179,48477,123,17,228
216.229.0.179,192.168.1.192,123,48477,17,228
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.196,192.168.1.1,4691,53,17,58
192.168.1.1,192.168.1.196,53,4691,17,540
192.168.1.196,173.255.215.209,4690,123,17,76
173.255.215.209,192.168.1.196,123,4690,17,76
192.168.1.193,192.168.1.1,10001,59960,1,104
192.168.1.1,192.168.1.193,10001,59960,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.223,192.168.1.1,5222,27477,1,104
192.168.1.1,192.168.1.223,5222,27477,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.118,8.8.8.8,30702,53,17,58
192.168.1.118,192.168.1.1,30702,53,17,58
192.168.1.1,192.168.1.118,53,30702,17,122
8.8.8.8,192.168.1.118,53,30702,17,122
192.168.1.192,192.168.1.1,35595,53,17,59
192.168.1.1,192.168.1.192,53,35595,17,224
192.168.1.192,132.163.4.101,59099,123,17,228
132.163.4.101,192.168.1.192,123,59099,17,228
192.168.1.193,192.168.1.249,4307,49152,6,454
192.168.1.249,192.168.1.193,49152,4307,6,1438
0.0.0.0,224.0.0.1,47940,443,2,32
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.192,239.255.255.250,443,47940,2,32
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,239.255.255.250,5222,27477,2,32
192.168.1.192,192.168.1.1,55825,53,17,59
192.168.1.249,224.0.0.251,47940,443,2,32
192.168.1.1,192.168.1.192,53,55825,17,224
192.168.1.236,239.255.255.250,47940,443,2,32
192.168.1.192,216.229.0.179,60845,123,17,228
216.229.0.179,192.168.1.192,123,60845,17,228
192.168.1.223,239.255.255.250,123,60845,2,32
192.168.1.236,224.0.1.60,47940,443,2,32
192.168.1.249,239.255.255.250,46563,56700,2,32
192.168.1.241,62.210.177.216,47940,443,1,84
62.210.177.216,192.168.1.241,443,47940,1,84
192.168.1.241,62.210.177.216,443,47940,1,84
62.210.177.216,192.168.1.241,443,47940,1,84
192.168.1.241,62.210.177.216,5228,33735,1,84
62.210.177.216,192.168.1.241,47940,443,1,84
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,2179,1,104
192.168.1.1,192.168.1.193,443,2179,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.156,192.168.1.1,51836,53,17,66
192.168.1.1,192.168.1.156,53,51836,17,271
192.168.1.156,89.30.121.150,36640,80,6,17677
89.30.121.150,192.168.1.156,80,36640,6,826
192.168.1.156,192.168.1.1,50242,53,17,66
192.168.1.1,192.168.1.156,53,50242,17,82
192.168.1.156,89.30.121.150,36641,80,6,10791
89.30.121.150,192.168.1.156,80,36641,6,722
192.168.1.192,192.168.1.1,46620,53,17,59
192.168.1.1,192.168.1.192,53,46620,17,224
192.168.1.192,128.138.141.172,41476,123,17,228
128.138.141.172,192.168.1.192,123,41476,17,228
0.0.0.0,224.0.0.1,443,47940,2,32
192.168.1.192,239.255.255.250,53,3115,2,32
192.168.1.193,192.168.1.249,4462,49152,6,454
192.168.1.249,192.168.1.193,49152,4462,6,1438
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.192,192.168.1.1,36212,53,17,65
192.168.1.1,192.168.1.192,53,36212,17,369
192.168.1.192,23.21.93.232,54622,80,6,936
23.21.93.232,192.168.1.192,80,54622,6,4649
192.168.1.236,239.255.255.250,443,47940,2,32
192.168.1.249,224.0.0.251,443,47940,2,32
192.168.1.236,224.0.1.60,443,47940,2,32
192.168.1.223,239.255.255.250,47940,443,2,32
192.168.1.192,192.168.1.1,35172,53,17,59
192.168.1.1,192.168.1.192,53,35172,17,224
192.168.1.192,128.138.141.172,59430,123,17,228
128.138.141.172,192.168.1.192,123,59430,17,228
192.168.1.249,239.255.255.250,56700,46563,2,32
192.168.1.193,239.255.255.250,123,59430,2,32
192.168.1.240,192.168.1.1,40179,5222,1,84
192.168.1.1,192.168.1.240,40179,5222,1,84
192.168.1.240,192.168.1.1,40179,5222,1,84
192.168.1.1,192.168.1.240,40179,5222,1,84
192.168.1.240,192.168.1.1,40179,5222,1,84
192.168.1.1,192.168.1.240,40179,5222,1,84
192.168.1.240,192.168.1.1,40179,5222,1,84
192.168.1.1,192.168.1.240,40179,5222,1,84
192.168.1.240,192.168.1.1,40179,5222,1,84
192.168.1.1,192.168.1.240,40179,5222,1,84
192.168.1.240,192.168.1.1,40179,5222,1,84
192.168.1.1,192.168.1.240,40179,5222,1,84
192.168.1.240,192.168.1.1,40179,5222,1,84
192.168.1.1,192.168.1.240,40179,5222,1,84
192.168.1.240,192.168.1.1,40179,5222,1,84
192.168.1.1,192.168.1.240,40179,5222,1,84
192.168.1.240,192.168.1.1,40179,5222,1,84
192.168.1.1,192.168.1.240,40179,5222,1,84
192.168.1.240,192.168.1.1,40179,5222,1,84
192.168.1.1,192.168.1.240,40179,5222,1,84
192.168.1.240,8.8.8.8,40179,5222,1,84
8.8.8.8,192.168.1.240,40179,5222,1,84
192.168.1.240,8.8.8.8,40179,5222,1,84
8.8.8.8,192.168.1.240,40179,5222,1,84
192.168.1.240,8.8.8.8,40179,5222,1,84
8.8.8.8,192.168.1.240,40179,5222,1,84
192.168.1.240,8.8.8.8,40179,5222,1,84
8.8.8.8,192.168.1.240,40179,5222,1,84
192.168.1.240,8.8.8.8,40179,5222,1,84
8.8.8.8,192.168.1.240,40179,5222,1,84
192.168.1.240,208.67.220.220,40179,5222,1,84
208.67.220.220,192.168.1.240,40179,5222,1,84
192.168.1.240,208.67.220.220,40179,5222,1,84
208.67.220.220,192.168.1.240,40179,5222,1,84
192.168.1.240,208.67.220.220,40179,5222,1,84
208.67.220.220,192.168.1.240,40179,5222,1,84
192.168.1.240,208.67.220.220,40179,5222,1,84
208.67.220.220,192.168.1.240,40179,5222,1,84
192.168.1.240,208.67.220.220,40179,5222,1,84
208.67.220.220,192.168.1.240,40179,5222,1,84
192.168.1.240,8.8.8.8,47277,53,17,122
8.8.8.8,192.168.1.240,53,47277,17,166
192.168.1.240,93.184.216.34,44196,80,6,216
93.184.216.34,192.168.1.240,80,44196,6,112
192.168.1.240,8.8.8.8,60434,53,17,122
8.8.8.8,192.168.1.240,53,60434,17,166
192.168.1.240,93.184.216.34,44197,80,6,216
93.184.216.34,192.168.1.240,80,44197,6,112
192.168.1.240,8.8.8.8,43199,53,17,122
8.8.8.8,192.168.1.240,53,43199,17,166
192.168.1.240,93.184.216.34,44198,80,6,216
93.184.216.34,192.168.1.240,80,44198,6,112
192.168.1.1,192.168.1.112,443,47940,1,48
192.168.1.156,192.168.1.1,57409,53,17,66
192.168.1.1,192.168.1.156,53,57409,17,82
192.168.1.156,89.30.121.150,36642,80,6,503
89.30.121.150,192.168.1.156,80,36642,6,602
192.168.1.156,192.168.1.1,37786,53,17,66
192.168.1.1,192.168.1.156,53,37786,17,82
192.168.1.156,89.30.121.150,36643,80,6,604
89.30.121.150,192.168.1.156,80,36643,6,972
192.168.1.156,192.168.1.1,40903,53,17,66
192.168.1.1,192.168.1.156,53,40903,17,82
192.168.1.156,89.30.121.150,36644,80,6,602
89.30.121.150,192.168.1.156,80,36644,6,687
192.168.1.193,192.168.1.1,36644,80,1,104
192.168.1.1,192.168.1.193,36644,80,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.223,192.168.1.1,44246,4500,1,104
192.168.1.1,192.168.1.223,44246,4500,1,104
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
